frequency,words
199774,٢٠٠٣م
58606,بنحارب
201626,چینم
84913,دونستن
42728,اونوخ
73550,توش
87709,روحانا
12736,اسیایی
87948,رویارویی
201226,پینوشت
83761,درونم
82270,خواد
68324,تشویق
45671,بالاندونيسيين
140259,معط
190633,يتحركون
122574,لعودتهم
64799,تجنيد
93582,سيوضعون
28413,الطلبهالليبين
131816,مانستغني
22862,الحبايب
69043,تطمر
159965,والتيوس
142477,ممنوعون
181287,ومحاصرون
144059,مهيب
186246,ويختصر
201701,ډاکټر
165237,وایرس
9129,اخته
146184,ناروغانو
83689,درملنې
87631,روان
145982,مېرمن
81093,خدای
39251,امانۍ
143843,مهال
42811,اوښکې
73921,تویوې
153015,هرې
200534,ټولنې
88146,رښتیني
7223,اتلان
153191,هغوی
154838,هېواد
154839,هېوادوالو
201267,څه
128083,لومړیتوب
173356,ورکوي
84083,دغو
7226,اتلانو
89019,زوړورتیا
10513,ارزښت
173358,ورکړل
200476,ٹافی
201523,چوہدری
65372,تحفيزيه
178455,وكارهاي
116261,كوچك
15075,افرادي
52601,بدترين
154040,هوبءي
44625,بازپرداخت
152162,هايشان
40551,اندازند
144703,موقعیت
108352,فقرات
106066,فالمءكد
196346,يغيرواجذريامن
140559,معيشتهم
88786,زملاءي
144783,مولویوں
175848,وضو
202052,کرا
200540,پاء
202344,کلونجی
116638,لءیے
63143,تباشر
90726,سخاء
57930,بمسح
71876,تلويث
169300,وتقاسم
159802,والتقي
92747,سيادته
25296,الركب
100313,عارمه
19010,الاوساط
37218,الناعم
159866,والتنازل
153475,همكم
162938,والمحاصصه
143661,منهار
6188,ابلكيشن
195143,يصلوك
116424,كيمي
36316,المملوك
78119,حدس
157220,واصابتها
114738,كلبها
51164,بتمزيق
91249,سفرها
128218,ليتحول
104655,غضبها
121786,لسعاده
92396,سوبرماركت
72251,تموينيه
124622,للدنيا
190641,يتحشو
16777,الاجلت
99827,طيفور
13341,اصدرتها
187137,ويعتقد
175122,وشنجن
22469,الجمهويه
9466,اخواتكوا
18742,الاندونيسين
51888,بحجزهم
33339,المتكامل
112196,قوجه
120719,لجب
38614,الوقفه
139488,مطالبنا
51265,بتنظيم
39212,امام
153276,هلاكا
157558,واعدامات
109014,فمحافظه
187819,وينجي
32653,المءمنه
6676,اتخده
46288,بالجاليه
182336,ومعظمهم
153543,همکارانم
49080,باهاش
71936,تماس
201612,چیزیه
110200,فکرشو
150915,نکته
74744,جالب
52360,بخصوصی
200951,پنجره
145747,میزنن
39885,امید
144833,موندن
165681,وبتامين
72307,تناسب
133773,متشفيات
185033,ووجد
18803,الانعاش
157304,واصلين
17407,الاستديو
67092,ترکي
201260,ځپلي
62388,بیرته
86081,راستانه
128891,لپاره
111128,قرانطین
201256,ځای
80966,خبریال
136529,مراد
37847,الهاس
86359,راپور
201076,پکې
89277,ساتل
186564,ويروون
86301,راوه
34273,المرسله
177090,وغادرت
109580,فوكيت
120069,لترحيل
193732,يزج
56345,بقدرات
154211,هيات
162811,والمتخصص
120530,لتنزل
74772,جاليتها
16051,اكد
88541,زريقات
86895,رزیدنت
82189,خمینی
87007,رسیده
81666,خطای
202171,کروناش
178655,وكرنه
19382,البايو
54905,بصوتك
26432,السمح
197233,يكشنبه
44306,باختند
86997,رسيد
145379,ميليون
96470,شيوع
87231,رفح
55084,بطالبو
175804,وضعو
137891,مستقر
145788,میشوند
153454,همسرش
104814,غمناک
36770,المهيءه
108160,فعالیت
5535,اءیر
109478,فورس
43683,ایمبولینس
10008,اذرباءیجان
19361,البانیہ
74660,جارجیا
41359,انقرہ
145528,میارن
128972,لیڈ
88174,رہتی
107206,فراءض
156814,واستغاثه
78906,حصولهم
36565,المنطلق
39014,ال٢٠٠
96952,صبيحه
140063,معجوج
35638,المغادرين
83264,دبلوماسي
82289,خواستید
52847,بدونید
153190,هغو
135344,محصلینو
202520,کورنیو
128982,لېږد
54717,بشپړ
201441,چمتوالی
121623,لري
42313,اوسېږي
111281,قرنطین
62760,تاخرتو
64739,تجلونهم
199322,ييشينغ
195479,يطكنه
55428,بعثتك
126283,للنهايه
132384,مايسر
129356,ماامرض
78765,حسی
139681,مظاہرہ
202667,کہتی
89405,سارے
202073,کرتیں
75554,جرنیل
62222,بچہ
201081,پھنسا
85410,دیکھتے
84971,دوڑیں
123122,لكتیں
62225,بچے
128125,لوٹ
7439,اتے
202769,کےشہر
165213,واپسیوں
74678,جارھا
43482,اپل
12164,استور
136610,مراکز
109499,فوریه
149822,نكه
52557,بدانید
150659,نوفالجين
88890,زهبوا
160730,والذبح
187502,ويكانك
74146,تیز
104517,غروبات
176239,وعاء
28199,الطازج
35780,المفروم
155394,واتركها
157131,واشرب
69021,تطلعه
36943,الموسكي
94662,شرایطتون
51453,بتونید
147855,نرمال
53514,بركردید
155377,واتخذت
147522,نخستین
145845,میكوید
89662,سالۀ
108956,فلیپین
44307,باخته
114533,كفتۀ
201662,ڈبلیو
203182,یہی
200573,پارلیمانی
93714,سیکرٹری
150627,نوشین
201586,چیت
132761,ماپ
16141,اكسپريس
138790,مشمولین
83571,درحال
42626,اولویت
53508,بركردونده
88756,زمانیکه
11562,استرسی
90854,سربازی
147111,نتونی
53513,بركردی
202272,کشورت
73233,تواجهه
150506,نوازشریف
62372,بیجھنا
124030,للتستر
162334,والقصور
138664,مشرقی
74153,تیمور
41676,انڈونیشا
202393,کمزور
62513,بیٹھ
135351,محصور
174719,وسیم
63602,تتباهي
56346,بقدراتها
154761,هيوشنشان
182919,ومنصير
179708,ولحق
154788,ه٥ن١
7141,اتقبل
29784,الغربان
117526,لاجسٹک
201118,پہنچانے
140764,مفت
114189,كرین
201625,چینل
201310,چانوا
163625,والمناشدات
188269,ویدءویی
11039,ازمردم
153429,همدیكرو
11888,استقامت
55515,بعدماهم۹شب
62828,تاریخ
111113,قرارمیزاریم
56939,بكیم
53116,براملیکا
107352,فرداش
145569,میبینیم
202255,کشتی
89321,ساختمون
49136,باورکنیدکاءنات
145780,میشنوه
82340,خوب
52450,بخواهیم
153430,همدیكه
111047,قدیمامیكفتن
56931,بكیرنكیر
202322,کلابكیربکه
149946,نمایشیه
115464,كوانجو
111618,قطری
67340,تست
50397,بتستقبلهم
159954,والتونسيه
40268,انتقال۴۱
171760,وخانواده
54151,بسر
53620,برند
172317,ودر
121364,لدكره
6398,ابيات
31819,الكنيه
18154,الاقحاح
18473,الامتل
125598,للكلمتين
79791,حملہ
67077,ترينا
53437,برفقه
128131,لوکوں
102936,علاچ
92943,سيتولي
166738,وبني
16695,الاثاره
103588,عندلیب
109632,فوکل
200751,پرسنز
14241,اعدادو
95591,شمار
176995,وعواءلهم
184156,ونقلتهم
118264,لاعمال
58069,بمعرفه
181768,ومساعدتكم
160573,والد
120681,لثلاث
135333,محصلان
202487,کوء
5516,اءسولیٹ
93640,سکریننك
201643,چیک
52938,بذریعہ
74123,تھاء
5537,اءیرلاءنز
83067,داند
87222,رفتن
44610,بازكشتی
152970,هركز
147082,نتواند
49582,ببیند
200736,پرستار
113749,كذاشته
174609,وسيستقبل
87576,رهنمودهای
78452,حرمین
94915,شریفین
158348,والاحضرت
180370,ولیعهد
148834,نظارت
65916,تخلیه
163267,والمشافي
90430,ستقبلو
123201,لكنو
119740,لبيتو
157410,واطفالو
183421,ونتحر
190172,يبصق
35136,المصعد
128519,ليصيب
80540,خاربه
201022,پوهېږی
118045,لاسونه
201061,پړقوي
67099,ترکیې
154819,هیواد
188248,وګړي
188209,وڅپلي
42311,اوسیدل
201258,ځواک
39282,امبولانس
117857,لارې
41358,انقري
180372,ولېږدول
201060,پړقا
85418,دې
82477,خوشحالۍ
70422,تفصیلات
187684,ويمدحون
90410,ستفاجء
73188,تهيءه
84328,دلی
77086,جیسا
137951,مستند
201664,ڈراءنك
87877,روم
57560,بلکہ
58741,بنستورد
135139,محتجزون
13541,اصیل
44266,باحقوق
181697,ومزایا
166600,وبلیط
166128,وبركشت
150970,نیازمندیم
174666,وسيكتمل
73275,توافدهم
86820,ردعمل
86919,رساند
82331,خواهند
89323,ساختند
202033,کجاس
192594,يخاوي
65278,تحصلت
59176,بهاته
67617,تسجيلاول
110253,فیملیز
87001,رسک
201654,ڈالنا
201349,چج
200816,پروفیشنل
49602,بتاءے
110252,فیملی
172198,وداد
74214,ثبات
44948,باعاده
43728,اینستاكرام
200865,پستی
145804,میفرستن
87005,رسیدن
62379,بیداد
40540,انداختن
201890,کارو
153518,همونجا
107106,فخليه
72839,تنقسم
83230,داییت
56844,بكو
87225,رفته
153439,همزمان
89131,زیاد
83881,دستكاه
200821,پروپاكاندا
147575,نخوریم
177972,وقتی
200806,پروده
201540,چپ
73297,توالي
85952,رابيندرا
6400,ابياسينغيه
124989,للصحافيين
80900,خبرای
73928,توییتری
137517,مسافرای
150153,نمیشن
12726,اسکن
83574,درحالیکه
202183,کرونای
84944,دوهفته
102847,علاءمی
58866,بنظرم
142257,ملیت
201551,چک
168991,وتعدادها
23201,الحصيله
191490,يتواصل
87138,رعاياهو
179556,ولايعز
10494,ارزش
78470,حروم
53516,بركردین
88467,زدن
89152,زیرش
157701,واعيدها
184985,ووافد
58437,بناءمستشفي
68076,تشحدوهم
23657,الخارق
58088,بمعمل
14955,افتتحته
78211,حذرتها
49355,ببدايه
106149,فالميه
30200,الفرانس
100382,عاصمتها
63859,تترواح
168969,وتعتبر
158804,والاكثر
15989,اكتظاظا
173727,وسابع
137041,مركزيه
12179,استوطنها
64255,تتلقي
86934,رست
48527,بالميناء
38131,الهوس
106721,فتصنيعها
52951,بذلت
100940,عاليا
12621,اسهمت
66342,تذليل
183400,ونتاءج
59892,بوطني
169076,وتعلق
102041,عزاءي
47015,بالسودان
174613,وسيسهر
192049,يحتضن
200881,پشت
43654,ایسنا
119591,لبلا
147280,نجيك
43582,ایت
92486,سوز
56091,بفرسته
115419,كهی
109110,فنا
49372,ببرد
90030,ستا
173738,وساتي
151031,نیولو
202561,کولو
184296,ونه
117088,لاتذر
39098,الکافرین
85318,دیارا
193141,يدمي
127746,لهونان
152840,هذااللي
123383,للارجاف
65593,تخاطب
162543,والكهوف
121081,لحكومتنا
173126,ورعايته
165880,وبتنسيق
33119,المتدخله
185943,ويتوقع
71984,تمثلت
200625,پانے
41696,انہوں
83914,دسمبر
41547,انهارت
41742,اهتزاز
169971,وتهولون
25900,السامي
57899,بمسانده
134274,متمنين
13801,اطقم
177456,وفرق
122725,لفحصهم
29856,الغلا
190038,يباع
150644,نوعان
31852,الكوبرا
178630,وكرايت
114130,كروهی
203007,یافتند
68951,تطبيلهم
136920,مرضين
147142,نثمن
15614,اقراو
184071,ونفتخر
57992,بمصريتنا
49986,بتحامي
118173,لاطقم
162780,والمبوءه
148352,نشاهدها
70001,تعینات
149193,نغمانہ
202839,ہاشمی
82727,خیریت
77067,جھوٹ
115110,كمراہ
107486,فرقنا
174012,وستنفتح
119766,لتءرحيل
58621,بنحط
66559,ترجعو
76654,جودت
31638,الكساسبه
161691,والعاءد
34878,المشاجره
73008,تهاوشوا
139181,مصغره
107995,فضای
42585,اولش
74873,جانداران
171304,وحشی
142775,منبطح
151746,هالغثاثه
196849,يقصدوا
67820,تسمن
126994,لمعونات
79459,حلاتها
103068,علن
136523,مراحله
146373,ناقصاك
122663,لغولهم
36479,المنح
6820,اتسحبت
61154,بيصدروها
156969,واسعا
87112,رضيعا
85564,ذراعيه
192473,يحمله
20367,التاثر
11493,استدار
197456,يلحظ
72949,تنهمر
26173,السعوددين
203185,ییشینك
203106,یوان
12163,استودیو
97698,صلیب
90879,سرخ
138103,مسربين
170277,وجاتني
89026,زيادات
95781,شنغن
21816,التونس
133395,متجها
49548,ببومرداس
202122,کرم
43493,اپوزیشن
122698,لفافیوں
43548,اکٹھا
145490,مک
201695,ڈیڈ
49277,باڈیز
116482,كڈھا
202653,کھود
43626,ایرانیایی
149846,نكیرن
97160,صداسیمای
202260,کشم
149794,نكفت
43616,ایرانه
200676,پدربیامرز
95621,شماها
150099,نمیتونین
111282,قرنطینس
153524,همونم
147109,نتونستین
56590,بكا
147891,نریم
58338,بموافقه
61910,بينغ
128974,لیکر
83585,درد
75037,جايينك
153794,هنوزم
150124,نمیدونن
53527,بركشته
139675,مظان
7321,اتهامه
127147,لمهمه
60198,بيبعد
200513,ٹھیک
93601,سٹوڈینٹس
88168,رہ
150907,نکالا
43472,اپا
130721,ماساتشوستس
82284,خواستم
128152,ليال
174693,وسينجز
20662,التحيات
141471,مكاحفه
118933,لايتبرع
137381,مسءولوا
51627,بجزء
27283,الشهريه
24657,الدولاريه
178414,وقيمه
65743,تخزينتهم
124425,للحصار
169375,وتقف
116483,كڑھ
201123,پہنچیں
14565,اعلنه
137526,مسافروں
43566,ایءرانڈیا
85308,دہلی
202891,ہواءی
43516,اڈے
9936,ادھر
139881,معاملہ
35653,المغتربون
40559,اندبندنت
52737,بدلیل
121027,لحظاتی
138156,مسغوت
142958,منجر
147243,نجنكیم
97878,صوبہ
202893,ہوباءی
202659,کھڑی
46729,بالذاكره
196230,يغتال
203458,۸۰ایرانی
152581,هتل
44109,باتجهیزات
80914,خبرداد
55461,بعدازبازكشت
203239,۱۴روز
152595,هتلی
44265,باحضور
44018,باامکانات
134251,متمثله
152971,هركونه
91035,سریع
155106,وااااای
150891,نپذیرفته
53629,برنكشته
10946,ازروی
200909,پل
200837,پریده
82416,خودکشي
172176,وخیم
145919,میپذیرن
199800,٢٠١٩م
47309,بالطفوله
32961,المبكره
155145,وابتداءيه
201817,کابینہ
202877,ہمراہ
75045,جاٸیں
75688,جزیره
83818,دزدای
83800,دریایی
62432,بیفتی
10839,ارہے
144486,موزی
137348,مزے
201132,پیاروں
141893,ملاقاتیں
202202,کرکے
74712,جاسکتی
164943,واهلا
165006,واودي
68130,تشرق
82682,خيوطها
192058,يحتفلون
50690,بتعافيهم
185747,ويتركون
84373,دمج
33730,المحتملين
37158,الناجيين
42594,اولكن
43559,اہم
67076,ترين
80963,خبريں
202900,ہوجاءے
40529,انخلا
96524,شھریوں
41698,انی
43460,اٸیكی
79103,حفاظت
93637,سکتی
147953,نزلتهم
196146,يعوضنا
121136,لحمياتنا
19468,البحرينيه
136682,مرتعبين
117535,لاجلاهم
144311,موتورسوارهان
43490,اپوزوسیون
91517,سلاحی
153089,هسته
89840,سایتهای
144549,موشکی
148536,نشید
62363,بیایید
82708,خیابون
187730,ويمليء
85813,رءتينه
28422,الطلق
91612,سلسلہ
201338,چاینہ
97880,صوبےمیں
201227,پینے
84516,دنیاکیلءے
97005,صحتایمرجنسی
112483,كاءے
201181,پیشاب
202572,کونسا
80433,حکمرانوں
201131,پیارا
66595,ترجیحا
145501,مکفی
154802,هیءت
96062,شورای
130815,ماسونيه
114780,كلفتهم
158905,والاموال
112634,كارت
114049,كروت
31356,الكارت
26888,الشبه
183057,ومواضيع
96385,شيقه
48066,بالمتابعين
188270,ویدیو
87790,روزی
174341,وسموسيدي
103871,عولجوا
89317,ساختش
203456,۸روز
140971,مفیدی
202703,کیسا
167669,وتجلي
27053,الشروع
12165,استورد
30097,الفايروش
23405,الحمارات
176853,وعلني
171452,وحكامك
51576,بجبل
99595,طنه
69590,تعزلونهم
63584,تتاكدون
177386,وفجاء
148746,نط
155705,واجهه
170668,وجني
110156,فيورس
25110,الرحمان
59793,بوزيد
191166,يتفقدان
132715,ماينقل
71712,تلفات
69667,تعطیلی
150611,نوسازی
153138,هشداردهنده
73079,تهدید
73340,توبیخ
25500,الریه
105020,غیرمسری
202459,کنكره
89577,سالانه
164612,وانحاء
62520,بیچننے
200934,پلیٹ
123253,لكے
39804,اموزان
163372,والمعابد
161233,والسينما
159810,والتكاسي
163722,والمواصلات
181353,ومحطه
110260,فېروز
24775,الدین
201446,چن
86172,راغلی
202448,کندهار
42310,اوسيږي
87852,روغتیایي
54718,بشپړه
201699,ډاډ
188226,وړ
136898,مرضاه
34986,المشفيات
120000,لتخصيصه
84760,دوستای
202462,کنكیم
203474,۹۰هزارنفر
52597,بدبین
84818,دولتشون
100101,عااااااااااجل
158613,والاشغال
158892,والامكانات
59361,بهذاك
45646,بالان
30550,الفوارق
49168,بايبولا
37608,النقاش
149489,نقاشك
137086,مروانا
201805,کء
99192,طریقوں
74711,جاسکتا
45034,باعمالها
163837,والنجاه
10218,ارباس
177799,وقاءيا
185664,ويتاكدو
194472,يسلمهم
48046,بالماكولات
145697,میرا
201087,پھوٹی
202860,ہفتوں
89153,زیرنكرانی
88160,رکھنا
53529,بركشتی
202220,کسان
86362,راځي
185133,ووسي
201813,کابو
145531,میاشت
136020,مخکې
86088,راستون
87851,روغتیا
80818,خاوند
74091,تړاو
86366,راکړی
201748,ښه
101035,عامې
74158,تېره
42736,اونۍ
94114,شاوخوا
86171,راغلي
88805,زموږ
200536,ټیم
173348,ورځني
201704,ډول
202519,کورنو
173350,ورځي
173351,ورځې
143086,مندی
13892,اطمینان
201946,کاملن
85375,دیلی
145861,میل
148359,نشت
203117,یوروی
53117,برامون
95550,شلوغ
107224,فراری
111235,قرطینه
121629,لز
146458,ناممکن
45287,بالاترین
65461,تحلیلكران
74786,جامع
54558,بشری
110878,قحطی
71715,تلفاتی
113938,كرسنكی
145957,میکشد
57458,بلوانا
185404,ووٹ
51470,بتيين
26466,السنابات
48220,بالمسافرين
200969,پنځم
48992,باندې
86248,رامنځته
152982,هره
150742,نوې
40647,اندېښنې
86360,راپورته
145487,مړینې
201251,پېښه
108957,فلیپیین
96229,شوې
42304,اوسه
91741,سلګونه
145483,مړه
150898,نږدې
110997,قدمو
85648,ذلت
91155,سعودنيين
53164,برایجاد
135252,محدودیت
89826,ساينس
71953,تمامي
96035,شواهد
145070,ميدهد
83773,دريايي
76488,جهش
83880,دستكاري
11013,ازمايشكاهي
62114,بيوويپن
43572,ایاتھا
67517,تستقوا
72250,تموينات
201578,چھڑی
201303,چالوس
43692,ایمی
202738,کین
80937,خبرنكار
188264,ویدءو
201159,پیدایش
108954,فلپاءنی
80901,خبرایجنسی
93726,سےواپس
8051,احباطا
180097,وللمرضي
138520,مشاهدته
196659,يقابله
51730,بجواره
81066,خداحافظي
200848,پزشك
145677,میدونه
94125,شايد
147110,نتونه
49573,ببينه
159750,والتفاخر
129423,مابتركزوا
169106,وتعملوا
78139,حدوته
138350,مسوولان
116272,كویند
68745,تضاف
35988,المكارم
78324,حربيه
72430,تنتحب
73446,توديعه
10725,ارمی
66448,ترانے
51565,بجاۓ
116542,كۓ
74869,جانتے
10244,اربوں
87939,روپے
89930,سبسڈی
156967,واسطے
195182,يصورون
112159,قوانجتشو
189647,يالمملكه
21445,التكت
90643,سجلك
173058,ورسلك
38191,الوءام
70465,تفقدا
44602,بازكرداند
74723,جاف
175619,وصنيه
13005,اشعاعي
96492,شک
201663,ڈر
123109,لكتا
58100,بمعہ
43558,اہل
104137,عیال
74782,جامد
201569,چھوٹے
62290,بھاٸ
202730,کیلیے
81085,خدانخواستہ
53171,برباد
75057,جایكا
202748,کیونکیہ
201815,کابھی
165663,وبا۶
173815,وسالمين
62429,بیغیرت
9846,ادمی
201988,کب
57660,بمبيدات
31904,الكوروناالجديد
191781,يجلون
192095,يحجروا
146238,ناسهم
84828,دولتهم
164820,وانقره
69701,تعقمها
150913,نکالے
82486,خوشی
62962,تالیاں
51528,بجا
117850,لارواحكم
42707,اونجاییکه
43527,اکادمی
203167,یکهو
202418,کمی
53132,برانكیزه
82346,خوبي
90491,ستمدد
122959,لقضاء
144739,موكز
42721,اونن
176231,وظيفتها
13559,اضافيا
124690,للرجوع
149134,نعود
87950,رویترز
88849,زندان
153397,همانجایی
97377,صرخات
64042,تتعالي
120978,لحرقها
67507,تستقبلون
28006,الصينييين
38779,اليايين
67509,تستقبلوهم
68042,تشتكون
146420,ناكلها
106171,فالنهايه
182157,ومطارها
134613,مجازفه
123631,للامريكيين
187088,ويظل
124733,للريبه
119264,لايقتل
182200,ومطور
27516,الصبغات
165631,وبانتطار
81410,خزانچی
76701,جوش
107672,فریڈن
12704,اسٹریلیاءی
44849,باشندے
76407,جنہیں
202111,کرسمس
75689,جزیرے
126112,للمناعه
20589,التحديث
83420,دخليك
65359,تحفظنا
167861,وتحفظنا
13497,اصن
167164,وبیاد
49399,ببست
149287,نفرشون
77371,حاظر
58384,بمونن
166143,وبرنكردن
77613,حايعملو
192760,يخشو
116192,كونهم
135355,محصورين
105925,فالشيء
56078,بفراغ
178519,وكاني
36691,المهجوره
15987,اكتظ
45848,بالبضبط
36156,الملحق
57435,بلندكوها
83664,دركذشت
110250,فیلیپن
62838,تازكی
147175,نجانے
202573,کونسی
86365,راکٹ
80444,حکومتیں
88181,رہو
99851,طیب
10472,اردوان
43526,اکاءنٹ
103095,علوی
68683,تصوری
193688,يروون
42028,اوایل
146733,نبوده
96221,شوييي
185109,ووزراءه
170642,وجنجويده
189075,ياريس
86939,رسل
193513,يرسله
71838,تلميعه
142143,ملمع
81245,خرافي
53823,برکت
41215,انفلوانزاالطيور
72276,تمہاری
32509,اللوفتهانزه
131259,مافیا
84361,دماغی
77446,حالانکہ
42217,اورسیز
90971,سرمایہ
143800,منہ
201089,پھیر
135886,مخفوظ
201326,چاہتے
151311,هاشتاقات
72278,تمہیں
72277,تمہارے
201617,چیلنج
138204,مسلحه
50498,بتشتغل
50396,بتستقبل
79003,حطتهم
190609,يتحجروا
123301,للاجءين
31621,الكريسماس
7559,اجازت
42808,اوٹ
89223,ساءیڈ
200487,ٹریول
146541,ناپاک
200826,پروپیكنڈے
107608,فروشی
111278,قرنتینه
142919,منتها
102046,عزاداری
113748,كذاشتن
83637,درشون
136783,مردمی
49380,ببرن
201014,پولشو
200728,پرداخت
190715,يتخيل
96022,شوارعها
83524,درایت
90850,سربازان
115197,كمنام
15135,افزایش
93814,شاخص
38385,الودكی
58858,بنظر
112446,قیمت
93659,سیار
203149,یکروز
83698,درمیان
201918,کاسپین
74719,جاعش
79468,حلاله
146755,نبيعه
127268,لنادي
201700,ډاکتر
82697,خپلو
201725,ژغونې
200562,پار
201749,ښځه
200879,پسې
73920,تویوي
201262,ځینې
200533,ټولنو
188230,وژنو
76846,جوړیږي
150606,نورې
42645,اولټه
83804,دریځ
7245,اتلولۍ
172742,ور
84977,دویمه
202616,کټګورۍ
86300,راولې
51127,بتلغرام
77873,حتفه
84700,دورك
77872,حتفك
40163,انتشال
62658,تاثرا
58476,بناسکتاہے
164264,والےشہر
202552,کوسیل
202204,کرکےخوراک
201116,پہنچاسکتاہے
202604,کوکنٹرول
202205,کرکےصرف
135250,محدودکرسکتاہے
44094,بابے
80446,حکیم
144782,مولوی
151048,نےکوءی
200497,ٹوٹکاایجادنہیں
141677,مكرپاکستان
200499,ٹوٹکےدم
83735,درود
202134,کرنےکیلیے
33541,المجاور
190827,يتسالون
144305,موتهم
91097,سعادته
10016,اذريين
76673,جورجيين
159122,والباني
203333,۲۵۹کشته
188347,و۱۲هزار
203381,۴۰درصد
147598,نداده
203441,۷۰ایرانی
53503,بركردند
203351,۳۰هزار
201876,کارمند
137894,مستقرند
203412,۵۲هزار
150227,ننتضر
105675,فالامارات
96136,شوفير
178902,وكونترول
130636,ماركا
85332,دید
145936,میکردم
82307,خوان
201351,چجوری
53991,بسازن
110202,فکرم
109124,فناوری
63109,تایم
128892,لپس
83755,درومد
201964,کانتینتری
200584,پازل
145928,میچسبوننش
149419,نفهمیدم
201499,چو
153436,همرهم
146584,نباشی
100330,عازم
119327,لاينبغي
91467,سكنيه
145540,میانه
202334,کلمات
39805,اموزش
95592,شماره
201844,کارت
138412,مسکونی
202468,کنندكان
83667,دركروه
142896,منتفعين
99887,ظبطتو
39796,اموركم
6713,اتخيلنا
64136,تتفرجو
72053,تمرق
155364,واتحركو
202210,کریمنل
116537,كینكز
201864,کارفرماہو
200945,پناہی
76841,جوچاءنہ
201117,پہنچانا
126904,لمصريين
190549,يتجاهلها
193434,يرجعوهم
123929,للتجارب
80338,حيلقاها
143784,من٣
186822,ويشات
120259,لتطمينهم
73402,توجيههم
156181,واخلي
164128,والوزيره
159902,والتهديد
64341,تتنشر
137862,مستفزه
22041,الجارح
13311,اصحابكم
56385,بقربوا
86837,ردودكم
45815,بالبرود
34192,المراعاه
149680,نقيف
49058,بانوا
24362,الدرجهالدولهتزيد
57449,بلهبعد
143950,مهزلهالقاءالقبض
28650,العاصمهاراد
7843,اجلاءطلبهجزاءريين
69902,تعميق
17308,الازمهاكثر
103734,عهدتك
158469,والارقام
134411,متوترين
12964,اشرررد
57185,بلداته
60305,بيتسمي
147858,نرمي
131126,ماعملت
131077,ماعزلتهم
39693,اممم
129219,ماابغا
134922,مجوز
137518,مسافربری
113745,كذاشت
153562,همینطور
11730,استعماركران
102153,عزیزان
39076,الڤايروسات
42780,اوووووپا
177508,وفشلت
158046,واقيفوا
190632,يتحركوا
148090,نستجدي
179265,ولاسلطات
48880,بامرنا
79354,حكمو
38570,الوفود
76178,جميعنا
140702,مغلوبون
106452,فایل
97907,صوتی
202809,ھفتاد
147496,نخبە
94597,شدە
82720,خیانت
202813,ھمكی
202808,ھستند
14942,افتادەاند
15398,اقازادەای
44607,بازكشتشان
85295,دھند
202815,ھمە
202290,کشورھای
77065,جھان
96523,شھروندان
139348,مضحک
148541,نشینی
95947,شهروندانی
56929,بكیرند
113232,كاۓ
128922,لہسن
9730,ادرک
201178,پیسٹ
201290,چارٹر
148199,نسخوں
59155,بنی
99195,طریقے
93650,سکیں
143175,منسوبي
21834,التويجري
191206,يتقدم
138513,مشاه
124736,للزاءرين
8290,احتياجاتك
33279,المتعفن
49929,بتجربه
191072,يتعقب
141500,مكالمات
33840,المحمول
188382,يءذوا
40041,انتاجيه
21408,التقليديه
23283,الحقول
106613,فتتميز
102416,عضويه
32960,المبكر
120962,لحديثي
17889,الاعاقه
17490,الاستقلابيه
67249,تساعدك
172768,وراءعا
167924,وتحيله
121485,لذيذا
95990,شهيا
137719,مستساغا
19662,البروفسور
36397,المنافي
181812,ومستشار
13347,اصدقاء
51417,بتوطين
120505,لتمكين
166650,وبنات
191164,يتفقان
136740,مرحلتين
27918,الصيدلانيين
174808,وشبابنا
62778,تاذن
114547,كفرتم
101787,عذابي
26836,الشاكرين
158685,والاعراض
130945,ماصرح
12774,اشاهده
9089,اختلاط
161722,والعاملين
165482,وبالثياب
119095,لايريهم
141672,مكروها
66113,تدريجي
127150,لمهنه
159505,والتخصصات
61411,بيعها
41820,اهذه
37411,النسب
28439,الطموح
23856,الخريجين
27902,الصيادله
165479,وبالتوازي
27921,الصيدلي
38257,الوافد
136638,مرتادي
11594,استشاره
86901,رسالتك
141825,ملاءكيه
35631,المعيق
32602,المءثر
23598,الحيوات
193998,يستحقه
198159,ينتهك
54166,بسرقه
155820,واحتيال
21781,التوظيف
34279,المرشحين
95953,شهري
159783,والتقديم
199750,٢م
32707,الماخوذه
181804,ومستجد
151238,هادفه
164206,واليات
19998,البلديه
25043,الربط
188147,و١٥
124810,للسعرات
47947,بالكيروبراكتيك
190990,يتظاهرون
75479,جرايات
36983,الموظفات
38427,الوزاري
198064,ينبع
40689,انزلاق
104659,غضروفي
94416,شحططه
56296,بقالها
5808,ابتعاث
53436,برفقتهم
47700,بالقاهره
27294,الشهير
115310,كنز
197130,يكتشفه
90524,ستنشء
134884,مجنونا
104331,غبيا
122715,لفترات
90341,ستصنع
40407,انجح
149656,نقودا
65319,تحضيرات
164036,والهندسه
121634,لزاويتنا
147750,نرا
56573,بقيد
71219,تكتمل
98299,ضراوه
7721,اجراءا
170313,وجامعات
98611,ضيقو
148183,نسجيل
193351,يربك
186375,ويدفعها
43215,ايغوريين
7450,اثارهم
182094,ومصرين
193804,يزورونا
109015,فمحتاره
10561,ارش
74637,جاد
30752,القادميين
134843,مجمعاتنا
7686,اجتياحا
158340,والاحزان
